# Samples Generated by Stan
# stan_version_major=2
# stan_version_minor=6
# stan_version_patch=0
# init=user
# seed=42
# chain_id=2
# iter=300
# warmup=150
# save_warmup=1
# thin=1
# refresh=-1
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=sampfile2.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,n_divergent__,L_t.1,L_t.2,L_t.3,L_t.4,L_t.5,L_t.6,L_t.7,L_t.8,L_t.9,L_t.10,L_t.11,L_t.12,L_t.13,L_t.14,L_t.15,L_t.16,L_t.17,L_t.18,L_t.19,L_t.20,L_t.21,L_t.22,L_t.23,L_t.24,L_d.1,L_d.2,L_d.3,psi.1,psi.2,psi.3,psi.4,psi.5,psi.6,psi.7,psi.8,psi.9,psi.10,mu_psi,sigma_psi,mu_lt,sigma_lt,L.1.1,L.2.1,L.3.1,L.4.1,L.5.1,L.6.1,L.7.1,L.8.1,L.9.1,L.10.1,L.1.2,L.2.2,L.3.2,L.4.2,L.5.2,L.6.2,L.7.2,L.8.2,L.9.2,L.10.2,L.1.3,L.2.3,L.3.3,L.4.3,L.5.3,L.6.3,L.7.3,L.8.3,L.9.3,L.10.3,Q.1.1,Q.2.1,Q.3.1,Q.4.1,Q.5.1,Q.6.1,Q.7.1,Q.8.1,Q.9.1,Q.10.1,Q.1.2,Q.2.2,Q.3.2,Q.4.2,Q.5.2,Q.6.2,Q.7.2,Q.8.2,Q.9.2,Q.10.2,Q.1.3,Q.2.3,Q.3.3,Q.4.3,Q.5.3,Q.6.3,Q.7.3,Q.8.3,Q.9.3,Q.10.3,Q.1.4,Q.2.4,Q.3.4,Q.4.4,Q.5.4,Q.6.4,Q.7.4,Q.8.4,Q.9.4,Q.10.4,Q.1.5,Q.2.5,Q.3.5,Q.4.5,Q.5.5,Q.6.5,Q.7.5,Q.8.5,Q.9.5,Q.10.5,Q.1.6,Q.2.6,Q.3.6,Q.4.6,Q.5.6,Q.6.6,Q.7.6,Q.8.6,Q.9.6,Q.10.6,Q.1.7,Q.2.7,Q.3.7,Q.4.7,Q.5.7,Q.6.7,Q.7.7,Q.8.7,Q.9.7,Q.10.7,Q.1.8,Q.2.8,Q.3.8,Q.4.8,Q.5.8,Q.6.8,Q.7.8,Q.8.8,Q.9.8,Q.10.8,Q.1.9,Q.2.9,Q.3.9,Q.4.9,Q.5.9,Q.6.9,Q.7.9,Q.8.9,Q.9.9,Q.10.9,Q.1.10,Q.2.10,Q.3.10,Q.4.10,Q.5.10,Q.6.10,Q.7.10,Q.8.10,Q.9.10,Q.10.10
-1150.55,1,0.0625,1,1,0,-0.0646384,0.141776,-0.404942,1.45129,-0.390654,0.594776,-0.0824362,-0.383123,-0.377653,0.0846714,0.276784,-0.211472,0.707188,-0.290762,-0.166519,-0.581644,-0.804045,1.3101,0.129456,1.37865,1.22527,-0.026572,1.03244,0.933055,0.662092,0.729359,0.589421,0.347514,0.321241,0.314061,0.52377,0.513255,0.599526,0.628641,0.63599,0.494671,0.547766,0.217819,0.23641,-0.127426,0.514723,0.662092,-0.0646384,0.141776,-0.404942,1.45129,-0.390654,0.594776,-0.0824362,-0.383123,-0.377653,0,0.729359,0.0846714,0.276784,-0.211472,0.707188,-0.290762,-0.166519,-0.581644,-0.804045,0,0,0.589421,1.3101,0.129456,1.37865,1.22527,-0.026572,1.03244,0.933055,0.78588,-0.0427965,0.0938686,-0.268109,0.960885,-0.258649,0.393796,-0.0545803,-0.253662,-0.250041,-0.0427965,0.857383,0.0525917,0.22805,-0.248047,0.541045,-0.250515,-0.116124,-0.399462,-0.562027,0.0938686,0.0525917,0.688747,0.738222,0.264156,0.817101,0.781904,-0.0414489,0.504973,0.428341,-0.268109,0.22805,0.738222,2.48071,-0.47662,2.1601,1.28389,-0.0475198,1.34674,1.15277,0.960885,-0.248047,0.264156,-0.47662,2.68097,-0.538027,1.0833,-0.0878644,-0.299365,-0.25726,-0.258649,0.541045,0.817101,2.1601,-0.538027,3.15294,1.25125,-0.12219,1.16171,0.865281,0.393796,-0.250515,0.781904,1.28389,1.0833,1.25125,2.56822,-0.0331714,1.20626,1.15241,-0.0545803,-0.116124,-0.0414489,-0.0475198,-0.0878644,-0.12219,-0.0331714,0.67122,0.101004,0.140228,-0.253662,-0.399462,0.504973,1.34674,-0.299365,1.16171,1.20626,0.101004,2.04569,1.57567,-0.250041,-0.562027,0.428341,1.15277,-0.25726,0.865281,1.15241,0.140228,1.57567,2.20747
